transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T111851,2023-12-04T03:42:47.504793,ACC235801,ACC668087,116.82,payment,online,Berlin,mobile,FALSE,,,-0.2,18,0.16,wire_transfer,30.179.36.107,D8764986
T111852,2023-09-10T07:55:07.243724,ACC558185,ACC460576,307.56,withdrawal,travel,Toronto,web,FALSE,,,0.86,14,0.61,card,183.189.218.75,D3258093
T111853,2023-09-21T02:22:22.259549,ACC237932,ACC712996,19.07,transfer,other,Singapore,web,FALSE,,,0.99,2,0.19,UPI,186.46.85.2,D6887634
T111854,2023-11-11T23:43:30.834191,ACC648333,ACC294978,479.93,withdrawal,entertainment,Sydney,pos,FALSE,,,-0.95,9,0.5,card,164.110.175.222,D5164516
T111855,2023-03-02T17:45:13.565647,ACC668840,ACC890714,1211.94,deposit,restaurant,Berlin,atm,FALSE,,,1.62,7,0.17,ACH,92.203.170.87,D8737026
T111856,2023-09-09T10:33:05.894428,ACC529870,ACC654832,6,transfer,utilities,London,mobile,FALSE,,,1.79,9,0.17,card,11.230.2.159,D2393893
T111857,2023-11-04T10:23:18.948863,ACC117881,ACC762925,13.32,withdrawal,other,Dubai,atm,FALSE,,,2.2,20,0.37,wire_transfer,97.87.223.154,D2498581
T111858,2023-01-02T02:56:25.347046,ACC610133,ACC617097,0.01,deposit,grocery,Berlin,pos,FALSE,,,0.41,19,0.61,UPI,244.19.182.160,D4959825
T111859,2023-06-06T04:23:43.615992,ACC541742,ACC508903,1666.15,deposit,utilities,Sydney,mobile,FALSE,,,-0.14,6,0.29,UPI,175.34.84.240,D8197343
T111860,2023-07-04T00:50:10.106373,ACC683872,ACC321531,366.48,deposit,other,London,pos,FALSE,,,0.59,18,0.76,card,148.142.209.246,D6519475
T111861,2023-09-30T04:16:44.415446,ACC747439,ACC535555,748.06,deposit,utilities,Berlin,mobile,FALSE,,,-0.93,1,0.92,UPI,226.114.17.50,D6609583
T111862,2023-02-19T08:47:14.083621,ACC878397,ACC635495,35.31,transfer,entertainment,Singapore,mobile,FALSE,,,-0.22,10,0.58,wire_transfer,219.169.148.55,D6571571
T111863,2023-01-16T17:31:09.882338,ACC689574,ACC712916,120.47,payment,entertainment,Sydney,web,FALSE,,,1.19,3,0.47,UPI,234.143.49.72,D3009050
T111864,2023-05-21T17:14:31.798631,ACC417847,ACC706144,0.01,withdrawal,utilities,Singapore,mobile,FALSE,,,0.24,11,0.03,wire_transfer,84.217.111.210,D6474421
T111865,2023-04-22T01:40:51.141752,ACC890577,ACC965147,1535.98,deposit,restaurant,Singapore,pos,FALSE,,,0.6,13,0.82,card,169.166.12.176,D5113607
T111866,2023-01-12T16:50:07.728892,ACC530316,ACC782681,23.51,transfer,online,Singapore,web,FALSE,,,1.17,11,0.1,ACH,112.195.3.99,D2714336
T111867,2023-07-04T09:27:07.487032,ACC657039,ACC543881,12.35,transfer,restaurant,Singapore,web,FALSE,,,0.46,10,0.7,card,164.131.211.178,D2843780
T111868,2023-09-20T08:10:23.590294,ACC183005,ACC840811,144.05,payment,online,Toronto,mobile,FALSE,,,-2.3,16,0.33,ACH,186.187.202.96,D7070042
T111869,2023-11-15T22:53:06.666897,ACC211187,ACC350825,32.45,payment,entertainment,Toronto,web,FALSE,,,-1.17,3,0.86,ACH,30.214.25.173,D4802818
T111870,2023-07-21T02:19:39.945549,ACC423554,ACC610968,319.38,withdrawal,restaurant,London,pos,FALSE,,,1.5,16,0.86,UPI,25.70.73.123,D3498788
T111871,2023-04-05T17:12:52.408569,ACC768479,ACC442010,52.54,transfer,utilities,London,atm,FALSE,,,-1.22,3,0.4,ACH,117.36.57.229,D2551644
T111872,2023-10-27T12:32:18.033889,ACC362624,ACC863810,32.87,transfer,entertainment,Tokyo,atm,FALSE,,,0.61,5,0.45,card,101.110.232.33,D7009942
T111873,2023-05-08T01:59:48.318771,ACC495616,ACC134221,124.7,payment,restaurant,Sydney,mobile,FALSE,,,0.01,18,0.64,wire_transfer,29.43.175.45,D7688369
T111874,2023-12-30T15:15:27.086501,ACC335026,ACC954096,12.22,transfer,restaurant,Toronto,mobile,FALSE,,,-0.18,7,0.16,ACH,83.219.144.205,D5550293
T111875,2023-01-19T20:08:56.031860,ACC636554,ACC982445,862.7,deposit,grocery,Sydney,pos,FALSE,,,-1.04,17,0.37,UPI,55.158.51.69,D6791140
T111876,2023-05-11T15:39:45.260592,ACC287420,ACC671313,89.94,payment,travel,Dubai,pos,FALSE,,,1.29,18,0.25,UPI,117.22.122.35,D6146447
T111877,2023-01-23T19:50:56.586203,ACC414317,ACC690060,1355.71,deposit,restaurant,Tokyo,pos,FALSE,,,-0.4,18,0.95,UPI,252.41.218.145,D1083267
T111878,2023-06-30T13:00:22.345348,ACC804250,ACC108057,26.36,transfer,utilities,Toronto,web,FALSE,,,0.04,4,0.7,card,21.100.84.147,D9822904
T111879,2023-04-19T12:07:43.939219,ACC654893,ACC382548,15.55,transfer,travel,Singapore,pos,FALSE,,,1.49,10,0.74,ACH,137.222.231.177,D5260555
T111880,2023-05-08T01:19:22.762551,ACC427795,ACC278071,1121.82,deposit,grocery,New York,mobile,FALSE,,,-0.82,2,0.4,card,113.252.168.173,D1679583
T111881,2023-07-09T13:46:30.309369,ACC513374,ACC181227,0.01,deposit,grocery,New York,web,FALSE,,,-0.23,4,0.32,card,50.16.157.69,D1806441
T111882,2023-12-02T15:50:01.055745,ACC251519,ACC795219,1062.31,deposit,other,Tokyo,web,FALSE,,,-1.03,4,0.86,card,185.165.137.113,D2650970
T111883,2023-09-07T10:56:00.636426,ACC877970,ACC918900,1660.08,deposit,utilities,Berlin,atm,FALSE,,,0,20,0.42,ACH,183.229.86.54,D1891090
T111884,2023-01-24T01:47:14.907880,ACC266502,ACC830571,26.44,payment,retail,New York,pos,FALSE,,,1.27,4,0.83,ACH,18.168.1.131,D5983894
T111885,2023-09-12T21:48:00.153069,ACC174694,ACC819255,41.4,payment,grocery,Tokyo,mobile,FALSE,,,-0.43,4,0.41,UPI,179.21.149.214,D3401644
T111886,2023-01-28T14:29:05.573434,ACC537852,ACC334831,15.33,transfer,grocery,London,mobile,FALSE,,,0.6,16,0.63,ACH,31.72.16.138,D4967645
T111887,2023-02-03T03:13:06.695102,ACC537887,ACC496421,21.11,payment,other,Tokyo,web,FALSE,,,-0.15,13,0.65,wire_transfer,128.209.244.210,D5248680
T111888,2023-10-28T08:49:38.697011,ACC321187,ACC169818,1010.29,deposit,retail,Berlin,web,FALSE,,,-0.2,3,0.46,UPI,213.23.68.217,D3588989
T111889,2023-02-20T05:06:04.185487,ACC459435,ACC645106,534.63,deposit,utilities,Sydney,atm,FALSE,,,0.39,6,0.36,UPI,168.126.246.210,D8840797
T111890,2023-05-14T20:38:51.563379,ACC488794,ACC573035,123.52,withdrawal,entertainment,Berlin,mobile,FALSE,,,-0.49,19,0.68,ACH,172.68.137.108,D4807941
T111891,2023-03-09T12:44:52.181738,ACC451035,ACC605826,1603.94,deposit,utilities,Sydney,mobile,FALSE,,,1.22,3,0.38,UPI,59.238.78.177,D1878807
T111892,2023-12-29T12:39:49.228215,ACC426585,ACC487810,86.13,payment,other,Sydney,web,FALSE,,,2.63,15,0.3,wire_transfer,195.65.200.5,D2865882
T111893,2023-09-20T23:37:30.377177,ACC112465,ACC883228,1218.06,deposit,retail,London,mobile,FALSE,,,1.3,16,0.01,UPI,233.216.183.237,D2163313
T111894,2023-03-15T12:03:28.952362,ACC129276,ACC935441,399.97,withdrawal,other,Berlin,atm,FALSE,,,-0.39,13,0.57,card,42.153.93.171,D1700321
T111895,2023-07-15T11:29:19.279162,ACC789017,ACC425108,22.6,transfer,other,New York,web,FALSE,,,-0.66,17,0.22,ACH,196.5.138.151,D2374191
T111896,2023-01-20T10:53:42.544563,ACC583878,ACC628440,987.46,deposit,grocery,Singapore,pos,FALSE,,,0.31,17,0.43,wire_transfer,145.173.99.254,D8249482
T111897,2023-10-03T02:15:15.034934,ACC374383,ACC486332,147.42,withdrawal,retail,Toronto,mobile,FALSE,,,-0.59,3,0.3,card,120.30.173.215,D1574770
T111898,2023-07-04T15:14:21.680622,ACC568430,ACC760680,723.97,withdrawal,online,Berlin,web,FALSE,,,-0.62,6,0.91,ACH,79.77.89.240,D7920464
T111899,2023-07-03T17:26:14.120516,ACC457005,ACC538604,245.61,withdrawal,entertainment,Dubai,web,FALSE,,,-0.63,7,0.37,wire_transfer,44.111.56.187,D3790209
T111900,2023-04-27T16:03:31.064879,ACC263437,ACC153831,10.15,transfer,travel,Sydney,atm,FALSE,,,-0.81,12,0.42,ACH,209.95.252.15,D1599145
T111901,2023-04-30T23:03:49.288019,ACC575199,ACC797342,131.79,payment,entertainment,London,mobile,FALSE,,,-0.91,2,0.82,UPI,186.76.172.149,D8321530
T111902,2023-12-21T23:11:50.103204,ACC463117,ACC799631,1212.79,deposit,travel,Berlin,pos,FALSE,,,0.59,13,0.78,ACH,99.121.202.229,D9295610
T111903,2023-06-13T11:59:20.694553,ACC404417,ACC767434,17.27,transfer,other,Sydney,mobile,FALSE,,,-0.31,13,0.8,card,48.199.21.161,D3384833
T111904,2023-09-08T02:21:09.973531,ACC996519,ACC158805,174.18,withdrawal,retail,Tokyo,web,FALSE,,,-0.08,16,0.25,UPI,230.59.85.55,D2042758
T111905,2023-12-19T00:07:35.966925,ACC914535,ACC765669,68.39,transfer,restaurant,Sydney,mobile,FALSE,,,-0.11,18,0.86,ACH,97.118.9.97,D4723973
T111906,2023-09-03T05:21:48.704542,ACC141562,ACC840649,44.29,transfer,travel,Sydney,mobile,FALSE,,,0.04,5,0.37,ACH,169.29.185.138,D9612315
T111907,2023-12-26T07:07:48.188371,ACC524014,ACC298774,12.15,transfer,restaurant,Sydney,mobile,FALSE,,,2.03,3,0.44,wire_transfer,30.77.130.67,D5693898
T111908,2023-10-19T05:24:04.038337,ACC299616,ACC185563,322.57,withdrawal,utilities,Singapore,mobile,FALSE,,,-0.34,10,0.52,UPI,249.103.30.250,D9853150
T111909,2023-08-12T12:08:22.179964,ACC227972,ACC937581,174.2,payment,online,Tokyo,mobile,FALSE,,,0.45,2,0.41,ACH,148.54.63.163,D2068555
T111910,2023-03-24T09:18:44.702895,ACC309039,ACC570011,10.96,transfer,retail,Sydney,mobile,FALSE,,,-0.21,1,0.46,UPI,60.70.6.226,D3580429
T111911,2023-02-13T09:51:49.840680,ACC989128,ACC204333,908.19,deposit,restaurant,London,mobile,FALSE,,,-0.23,11,0.35,ACH,248.245.45.69,D4315699
T111912,2023-03-04T05:15:57.796548,ACC131485,ACC461248,1241.92,deposit,other,Dubai,web,FALSE,,,0.25,3,0.62,UPI,230.45.188.165,D3756647
T111913,2023-08-11T04:38:00.530859,ACC901432,ACC336927,491.65,withdrawal,utilities,Singapore,web,FALSE,,3172.694314,0.2,15,0.99,card,50.198.49.50,D2026595
T111914,2023-02-04T23:21:38.332338,ACC562455,ACC384756,355.22,withdrawal,travel,Berlin,mobile,FALSE,,,1.38,4,0.68,card,30.147.206.166,D3570096
T111915,2023-02-25T19:20:58.366588,ACC437939,ACC928877,1636.11,deposit,online,Toronto,web,FALSE,,,1.41,16,0.09,ACH,86.136.34.28,D1347615
T111916,2023-03-06T02:27:27.414513,ACC480673,ACC549675,1312.78,deposit,grocery,Toronto,pos,FALSE,,,-1.04,2,0.29,UPI,184.191.55.108,D2215473
T111917,2023-07-02T12:15:51.844763,ACC668128,ACC988581,472.39,deposit,retail,Tokyo,atm,FALSE,,,-0.14,2,0.65,wire_transfer,52.134.172.128,D1351618
T111918,2023-05-15T21:36:53.997124,ACC675601,ACC595977,7.59,transfer,online,New York,atm,FALSE,,,1.04,13,0.54,card,58.73.62.185,D2073206
T111919,2023-04-19T04:46:59.685551,ACC597077,ACC362854,20.04,payment,other,Singapore,atm,FALSE,,,-0.97,18,0.59,card,98.136.19.209,D1091965
T111920,2023-07-30T10:02:40.553815,ACC519912,ACC148626,0.01,withdrawal,travel,London,atm,FALSE,,,-0.35,1,0.51,ACH,222.57.36.190,D2939049
T111921,2023-04-30T04:44:42.890248,ACC504265,ACC555583,21.91,withdrawal,online,Berlin,pos,FALSE,,,1.05,10,0.35,card,33.202.113.17,D6919119
T111922,2023-03-04T22:22:35.825022,ACC908377,ACC558639,26.3,withdrawal,entertainment,Singapore,atm,FALSE,,,0.67,3,0.41,UPI,60.38.20.180,D7854986
T111923,2023-02-26T23:14:04.296832,ACC837077,ACC150846,9.09,transfer,utilities,Sydney,atm,FALSE,,,-0.01,19,0.77,UPI,35.122.50.155,D7865815
T111924,2023-02-02T23:16:51.724493,ACC630378,ACC961585,116.58,payment,online,Tokyo,mobile,FALSE,,,1.36,7,0.85,wire_transfer,26.24.53.243,D5679352
T111925,2023-07-18T23:12:20.531941,ACC761854,ACC341597,846.71,withdrawal,entertainment,Tokyo,pos,FALSE,,,-1.02,17,0.39,UPI,94.254.183.252,D4339950
T111926,2023-07-14T14:36:59.275143,ACC205220,ACC292188,766.1,deposit,online,Tokyo,mobile,FALSE,,,2.67,17,0.33,UPI,128.228.1.135,D9299529
T111927,2023-02-16T05:36:12.978148,ACC422509,ACC476212,146.89,withdrawal,travel,Berlin,mobile,FALSE,,,-0.6,11,0.67,wire_transfer,8.144.106.107,D5566069
T111928,2023-03-16T04:47:27.540499,ACC539753,ACC880675,769.37,deposit,restaurant,London,atm,FALSE,,,0.09,20,0.15,card,62.158.89.88,D4690196
T111929,2023-03-04T16:27:08.924438,ACC479389,ACC809165,12.7,transfer,grocery,Toronto,pos,FALSE,,,-1.48,20,0.29,card,178.193.177.222,D5397622
T111930,2023-08-06T00:06:28.031957,ACC779300,ACC379830,54.1,payment,travel,Sydney,atm,FALSE,,,1.47,5,0.22,ACH,216.37.38.135,D5641371
T111931,2023-06-01T00:08:54.449189,ACC872367,ACC686878,179.58,transfer,utilities,Berlin,pos,FALSE,,,1.97,4,0.5,card,127.98.218.77,D8931505
T111932,2023-08-29T23:39:38.569452,ACC126312,ACC928493,123.47,payment,travel,Singapore,atm,FALSE,,,0.85,3,0.96,ACH,252.73.118.184,D9926637
T111933,2023-05-17T06:38:52.040704,ACC338965,ACC376013,406.21,withdrawal,travel,London,mobile,FALSE,,,0.44,17,0.25,card,185.22.76.117,D4703344
T111934,2023-11-14T16:15:34.290475,ACC426047,ACC137646,515.49,withdrawal,utilities,Singapore,pos,FALSE,,3994.941819,-0.34,20,0.26,ACH,233.138.252.142,D5135222
T111935,2023-08-18T17:05:29.712959,ACC789498,ACC200084,181.06,payment,travel,Berlin,pos,FALSE,,,1.05,10,0.2,UPI,253.208.121.41,D1732432
T111936,2023-04-28T08:24:55.256729,ACC256472,ACC710474,496.77,deposit,other,Dubai,web,FALSE,,,0.79,6,0.5,ACH,249.195.197.68,D5619017
T111937,2023-02-17T02:05:55.568807,ACC188772,ACC149362,38.17,transfer,restaurant,Singapore,mobile,FALSE,,,-0.7,18,0.05,UPI,120.135.194.255,D2486738
T111938,2023-06-02T14:40:53.661520,ACC122446,ACC875055,15.28,payment,utilities,Sydney,atm,FALSE,,,0.97,9,0.79,wire_transfer,20.97.16.50,D1394413
T111939,2023-01-03T18:26:34.763348,ACC563556,ACC913474,0.01,deposit,other,Toronto,atm,FALSE,,,2.48,15,0.27,UPI,31.119.67.30,D6544185
T111940,2023-10-05T02:17:30.227301,ACC113620,ACC683408,5.43,transfer,other,Toronto,web,FALSE,,,-0.4,12,0.77,UPI,187.17.249.102,D3180962
T111941,2023-06-21T23:00:06.697805,ACC138618,ACC266605,12.53,transfer,restaurant,London,mobile,FALSE,,,-1.96,8,0.88,UPI,232.188.149.101,D8251898
T111942,2023-09-10T01:22:57.514177,ACC479019,ACC263127,1138.58,deposit,restaurant,Sydney,pos,FALSE,,,-0.31,1,0.2,card,102.8.115.38,D2450840
T111943,2023-10-21T09:28:54.767300,ACC902118,ACC160471,145.11,transfer,other,Tokyo,web,FALSE,,,0.87,15,0.46,card,253.135.58.253,D3090008
T111944,2023-12-12T20:55:22.434632,ACC233281,ACC899693,247.39,withdrawal,retail,New York,atm,FALSE,,,2.2,17,0.23,wire_transfer,86.142.153.207,D3919700
T111945,2023-11-17T04:37:46.776062,ACC635323,ACC298623,171.08,payment,entertainment,Tokyo,atm,FALSE,,,-0.73,4,0.19,UPI,189.77.18.239,D8844555
T111946,2023-04-12T10:46:52.384445,ACC726698,ACC460804,267.22,payment,online,Sydney,atm,FALSE,,,-0.87,5,0.28,card,243.179.243.240,D4798694
T111947,2023-03-09T21:09:32.973212,ACC984992,ACC219313,38.72,payment,other,New York,web,FALSE,,,0.14,14,0.73,card,214.227.86.221,D4924481
T111948,2023-09-27T11:08:47.155508,ACC864511,ACC528367,129.65,payment,online,Berlin,atm,FALSE,,,0.3,14,0.16,wire_transfer,34.148.188.49,D4379285
T111949,2023-10-22T13:47:16.991090,ACC963570,ACC653432,40.01,payment,travel,Toronto,pos,FALSE,,,0.76,8,0.83,ACH,125.42.132.25,D7753489
T111950,2023-06-01T08:47:49.343630,ACC610120,ACC312603,87.25,payment,travel,Singapore,pos,FALSE,,,-0.66,1,0.58,UPI,158.225.181.188,D1601926
T111951,2023-03-16T03:31:58.093989,ACC441748,ACC869438,478.08,withdrawal,retail,Toronto,web,FALSE,,,0.26,15,0.16,wire_transfer,210.0.43.119,D7491632
T111952,2023-08-27T10:44:57.727790,ACC389063,ACC591173,29.41,transfer,utilities,New York,pos,FALSE,,,-1.09,3,0.91,ACH,215.28.208.200,D1339329
T111953,2023-04-16T20:41:33.662406,ACC953872,ACC185332,86.58,payment,grocery,New York,atm,FALSE,,,0.02,9,0.96,card,244.164.78.165,D4943444
T111954,2023-07-08T09:44:04.161826,ACC707410,ACC933505,247.16,withdrawal,online,Singapore,mobile,FALSE,,,-0.24,18,0.5,card,72.98.30.60,D8743074
T111955,2023-08-01T14:39:17.538161,ACC632505,ACC847879,32.66,transfer,travel,Sydney,atm,FALSE,,,-0.29,10,0.4,UPI,114.93.49.152,D4595147
T111956,2023-08-01T06:32:36.236907,ACC296336,ACC772658,537.5,withdrawal,entertainment,Singapore,pos,FALSE,,,0.05,6,0.84,card,28.222.39.236,D2389596
T111957,2023-04-08T08:53:58.735239,ACC875918,ACC721962,1.74,payment,travel,Singapore,atm,FALSE,,,0.55,18,0.37,card,85.137.65.190,D5503998
T111958,2023-02-18T18:55:17.414751,ACC978803,ACC409795,20.21,transfer,grocery,New York,atm,FALSE,,,1.03,17,0.66,ACH,189.44.150.249,D7010695
T111959,2023-09-04T09:40:36.375023,ACC196430,ACC255104,42.59,transfer,entertainment,Dubai,mobile,FALSE,,,1.14,3,0.59,ACH,44.51.16.211,D9536702
T111960,2023-07-26T02:52:09.550514,ACC439424,ACC993369,296.87,withdrawal,grocery,Dubai,atm,FALSE,,,-0.6,7,0.68,card,255.89.113.95,D7171706
T111961,2023-01-22T05:20:22.995356,ACC167806,ACC795565,26.87,transfer,other,Tokyo,atm,FALSE,,,-0.52,12,0.81,ACH,74.148.148.77,D3025151
T111962,2023-11-14T08:47:57.955025,ACC460940,ACC100674,2237.5,deposit,other,London,atm,FALSE,,,-1.37,7,0.07,UPI,170.231.30.109,D7102179
T111963,2023-04-26T11:15:09.878123,ACC978482,ACC587692,464.42,deposit,grocery,Dubai,atm,FALSE,,,-1.03,20,0.79,card,211.142.200.99,D9560927
T111964,2023-11-02T05:48:50.531655,ACC758414,ACC897450,209.22,withdrawal,travel,Sydney,atm,FALSE,,,-1.72,13,0.45,wire_transfer,15.75.129.21,D7461098
T111965,2023-01-05T10:12:00.978780,ACC432681,ACC365281,9.71,transfer,other,Berlin,web,FALSE,,,-0.45,5,0.81,wire_transfer,116.127.157.77,D6646128
T111966,2023-01-18T09:08:50.715864,ACC395407,ACC603055,450.18,deposit,entertainment,Singapore,pos,FALSE,,,-0.42,5,0.43,ACH,25.253.30.236,D5013556
T111967,2023-04-22T13:32:46.687937,ACC954975,ACC705877,287.41,withdrawal,restaurant,Sydney,mobile,FALSE,,,-1.02,13,0.83,card,129.213.96.42,D6924819
T111968,2023-11-22T16:41:30.578410,ACC776532,ACC761803,26.46,transfer,travel,Sydney,mobile,FALSE,,6754.307133,-1.33,1,0.85,UPI,15.83.159.135,D1988110
T111969,2023-10-22T09:38:10.870830,ACC862632,ACC825226,429.52,payment,online,Sydney,atm,FALSE,,,-1.25,9,0.42,card,140.94.39.30,D8227523
T111970,2023-05-16T04:36:52.453996,ACC691591,ACC582657,137.22,withdrawal,utilities,Sydney,web,FALSE,,,0.21,14,0.73,wire_transfer,205.114.66.147,D5212803
T111971,2023-05-15T13:46:12.256396,ACC267218,ACC590055,1763.13,deposit,other,Berlin,pos,FALSE,,,-0.62,9,0.2,wire_transfer,189.125.230.245,D9154632
T111972,2023-02-25T11:34:43.776171,ACC414856,ACC418362,1083.82,deposit,other,London,pos,FALSE,,,0.44,1,0.35,wire_transfer,121.137.149.93,D7738190
T111973,2023-10-29T10:14:52.943192,ACC449464,ACC734331,37.11,transfer,retail,Tokyo,mobile,FALSE,,,-0.51,4,0.29,wire_transfer,31.168.5.155,D5407142
T111974,2023-03-11T01:12:32.166002,ACC662478,ACC668592,27.2,transfer,grocery,New York,web,FALSE,,,0.38,19,0.82,card,151.113.184.41,D2388647
T111975,2023-01-12T22:57:24.377304,ACC941684,ACC969165,9.12,transfer,retail,Berlin,web,FALSE,,,0.3,2,0.54,ACH,138.118.240.35,D7797881
T111976,2023-07-06T04:59:26.114454,ACC585663,ACC345445,29.42,transfer,other,Toronto,atm,FALSE,,,1.09,4,0.82,ACH,70.157.64.74,D5611491
T111977,2023-02-24T10:05:25.508976,ACC131178,ACC485208,957.8,deposit,entertainment,Singapore,mobile,FALSE,,,1.07,17,0.01,wire_transfer,242.88.177.99,D7441013
T111978,2023-07-18T06:54:14.062347,ACC407369,ACC857636,25.4,transfer,retail,Toronto,mobile,FALSE,,,-1,7,0.67,wire_transfer,165.182.211.97,D2503628
T111979,2023-06-05T20:00:58.447603,ACC890405,ACC330157,434.8,withdrawal,travel,New York,web,FALSE,,,-0.08,1,0.46,wire_transfer,88.85.46.31,D5372191
T111980,2023-10-10T15:08:27.584122,ACC847556,ACC340519,114.59,withdrawal,travel,Berlin,web,FALSE,,,-0.4,3,0.02,UPI,47.22.31.148,D4900634
T111981,2023-03-11T21:43:17.041382,ACC848538,ACC455061,206.26,withdrawal,utilities,Dubai,web,FALSE,,,1.18,1,0.38,ACH,219.10.198.84,D7291147
T111982,2023-06-29T02:25:49.734989,ACC514453,ACC546393,24.08,transfer,entertainment,Dubai,mobile,FALSE,,,-0.04,12,0.94,ACH,149.217.92.238,D1380067
T111983,2023-09-17T00:24:34.551974,ACC245784,ACC734126,714.47,deposit,online,Berlin,pos,FALSE,,,1.14,10,0.41,UPI,34.97.234.253,D3919145
T111984,2023-01-15T11:52:02.142836,ACC701969,ACC322428,1427.29,deposit,grocery,Toronto,atm,FALSE,,,2.14,3,0.7,ACH,57.67.129.183,D6780361
T111985,2023-03-13T15:00:52.234692,ACC387418,ACC721202,85.71,withdrawal,online,Berlin,mobile,FALSE,,,-2.15,8,0.39,ACH,48.240.138.117,D3998980
T111986,2023-07-09T07:38:02.613561,ACC639884,ACC819691,20.65,transfer,grocery,New York,mobile,FALSE,,,-0.59,17,0.13,ACH,132.101.209.244,D4401228
T111987,2023-11-06T17:55:50.948348,ACC563719,ACC866558,22.93,transfer,retail,Toronto,web,FALSE,,,-2.81,12,0.81,UPI,70.83.34.50,D3152802
T111988,2023-07-19T16:00:23.971776,ACC975147,ACC837352,6.63,transfer,online,London,web,FALSE,,,1.24,10,0.48,wire_transfer,218.81.231.148,D3825909
T111989,2023-05-15T17:17:03.509908,ACC733993,ACC183470,628.73,deposit,utilities,New York,pos,FALSE,,,-0.13,4,0.33,card,246.164.64.173,D3508583
T111990,2023-05-12T19:10:32.298616,ACC486989,ACC624704,118.26,withdrawal,online,Dubai,mobile,FALSE,,,0.67,11,0.31,UPI,170.203.197.150,D1103136
T111991,2023-07-14T07:35:37.650600,ACC131485,ACC538748,208.47,withdrawal,utilities,London,web,FALSE,,3170.327737,0.68,19,0.51,card,0.224.59.153,D2706143
T111992,2023-02-04T11:49:18.963476,ACC876689,ACC887928,357.24,withdrawal,travel,Tokyo,atm,FALSE,,,-1.96,20,0.72,ACH,0.70.243.224,D5399734
T111993,2023-05-15T01:54:09.645106,ACC654235,ACC514093,508.87,deposit,utilities,New York,web,FALSE,,,-0.31,5,0.37,UPI,100.200.158.49,D1429661
T111994,2023-06-16T23:35:52.536028,ACC792043,ACC384558,762.81,deposit,retail,Dubai,web,FALSE,,,1.31,7,0.87,card,96.73.1.211,D4637048
T111995,2023-09-01T07:45:09.228966,ACC709724,ACC327348,8.13,transfer,online,Dubai,mobile,FALSE,,,0.41,20,0.23,ACH,133.33.172.69,D5258377
T111996,2023-08-07T10:01:18.583079,ACC840488,ACC588705,32.38,transfer,restaurant,Sydney,atm,FALSE,,,2.67,15,0.8,UPI,212.253.100.60,D2439751
T111997,2023-12-17T02:40:51.139479,ACC432820,ACC408133,4.08,payment,online,Toronto,mobile,FALSE,,,0.37,4,0.64,card,77.11.63.24,D7899644
T111998,2023-07-16T18:30:42.835933,ACC202353,ACC449283,875.32,deposit,travel,Tokyo,atm,FALSE,,,0.35,6,0.55,UPI,205.211.254.16,D5895622
T111999,2023-11-29T01:23:35.774783,ACC954743,ACC263714,63,payment,entertainment,Berlin,atm,FALSE,,,1.91,16,0.42,wire_transfer,74.124.9.97,D6043401
T112000,2023-04-28T20:59:00.379121,ACC593037,ACC261266,28.25,payment,online,London,web,FALSE,,,0.53,16,0.24,ACH,224.14.23.151,D4442172
T112001,2023-05-27T13:02:30.638343,ACC363046,ACC132028,32.8,payment,restaurant,London,web,FALSE,,,-1.43,19,0.59,wire_transfer,184.1.118.63,D6288206
T112002,2023-07-26T09:11:09.152527,ACC424388,ACC269377,1681.11,deposit,travel,Dubai,pos,FALSE,,,-0.32,9,0.95,wire_transfer,178.84.138.206,D4587230
T112003,2023-07-13T01:28:18.870956,ACC368750,ACC283134,157.56,payment,entertainment,Dubai,web,FALSE,,,0.49,5,0.62,card,90.118.25.219,D6951177
T112004,2023-04-18T03:30:08.072443,ACC593321,ACC452889,23.63,payment,travel,Sydney,pos,FALSE,,,-0.67,2,0.25,ACH,54.127.64.93,D2054585
T112005,2023-10-21T21:28:28.802721,ACC326555,ACC570673,18.58,transfer,travel,Dubai,atm,FALSE,,,-0.9,8,0.93,UPI,193.107.163.120,D8754707
T112006,2023-11-29T16:31:27.551603,ACC422430,ACC330427,72.19,payment,retail,London,pos,FALSE,,,0.3,4,0.18,ACH,116.90.214.201,D4579046
T112007,2023-08-28T12:26:34.725193,ACC486372,ACC461286,23.88,transfer,grocery,London,pos,FALSE,,,1.76,18,0.01,card,251.138.56.156,D2749884
T112008,2023-10-21T08:06:20.294450,ACC835781,ACC496820,31.06,transfer,online,Sydney,mobile,FALSE,,,-0.38,14,0.93,wire_transfer,228.63.104.69,D1228231
T112009,2023-03-28T22:37:07.129921,ACC528879,ACC713028,317.67,withdrawal,retail,Toronto,pos,FALSE,,,-0.91,18,0.08,UPI,106.118.215.193,D5181010
T112010,2023-05-25T18:28:30.239904,ACC454609,ACC790977,13.09,transfer,grocery,Berlin,mobile,FALSE,,,-0.24,5,0.5,card,22.33.42.251,D6621281
T112011,2023-01-30T02:27:18.089151,ACC745011,ACC181651,747.37,deposit,retail,Toronto,pos,FALSE,,,-1.13,11,0.86,card,184.173.81.61,D8261488
